Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Tissue Expression	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	APC7_HUMAN	Anaphase-promoting complex subunit 7	3fflC	chain C	3fflAC	APC7_HUMAN - APC7_HUMAN	-5.046	-11.098	23	30	76.67%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.178591079	0.766666667	0.136919828	-0.69089745																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	TRI37_HUMAN	E3 ubiquitin-protein ligase TRIM37	3lrqD	chain D	3lrqAD	TRI37_HUMAN - TRI37_HUMAN	-5.204	-15.789	35	43	81.40%	No expression data available	1.0	0.643172107	0.813953488	0.52351218	-2.724357384																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	CHM4B_HUMAN	Charged multivesicular body protein 4b	4abmB	chain B	4abmAB	CHM4B_HUMAN - CHM4B_HUMAN	-6.272	-15.366	39	44	88.64%	No expression data available	1.0	0.931157712	0.886363636	0.825344335	-5.176559672																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	RASF5_HUMAN	Ras association domain-containing protein 5	4oh8B	chain B	4oh8AB	RASF5_HUMAN - STK4_HUMAN	-9.825	-23.65	37	43	86.05%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.814245665	0.860465116	0.700629991	-6.883689662																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pC	chain C	5f5pAC	ROCK1_HUMAN - SHRM2_HUMAN	-8.894	-11.075	44	50	88.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.350035012	1.32	0.462046216	-4.109439046																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pE	chain E	5f5pEG	ROCK1_HUMAN - SHRM2_HUMAN	-5.156	-11.339	44	55	80.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.284540028	1.2	0.341448034	-1.760506062																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	2izxB	chain B	2izxAB	KAP2_HUMAN - KAP2_HUMAN	-9.766	-24.051	29	38	76.32%	No expression data available	1.0	0.958098325	0.763157895	0.7311803	-7.140706814																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	GHR_HUMAN	Growth hormone receptor	5ohdB	chain B	5ohdAB	GHR_HUMAN - GHR_HUMAN	-5.349	-6.925	21	22	95.45%	No expression data available	0.5	0.0	0.477272727	0	0																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	NUP54_HUMAN	Nucleoporin p54	4jnuB	chain B	4jnuBD	NUP54_HUMAN - NUP54_HUMAN	-6.508	-10.261	29	39	74.36%	adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina	1.0	0.162465063	0.743589744	0.120807354	-0.786214261																																																																																	
3f0tA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAIN 17)	THYMIDINE KINASE	TSC1_HUMAN	Hamartin	4z6yD	chain D	4z6yAD	TSC1_HUMAN - TBCD7_HUMAN	-5.391	-12.541	31	39	79.49%	No expression data available	1.0	0.936467753	0.794871795	0.744371804	-4.012908395																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase	5wu5D	chain D	5wu5AD	STPAP_HUMAN - STPAP_HUMAN	-5.996	-7.709	21	21	100.00%	No expression data available	0.5	0.66216353	0.5	0.331081765	-1.985166264																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1	5btrB	chain B	5btrAB	SIR1_HUMAN - SIR1_HUMAN	-5.417	-10.889	25	32	78.13%	adrenal gland, appendix, bone marrow, caudate, cerebellum, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lymph node, nasopharynx, ovary, pancreas, placenta, prostate, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, spleen, stomach 2, testis, tonsil, urinary bladder	1.0	0.032854793	0.78125	0.025667807	-0.139042512																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	XPO1_HUMAN	Exportin-1	1w9cB	chain B	1w9cAB	XPO1_HUMAN - XPO1_HUMAN	-6.533	-14.983	44	49	89.80%	No expression data available	1.0	0.980260797	0.897959184	0.880234185	-5.75056993																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CSN5_HUMAN	COP9 signalosome complex subunit 5	4d10E	chain E	4d10BE	CSN5_HUMAN - CSN2_HUMAN	-5.842	-8.598	25	25	100.00%	No expression data available	0.5	0.044996018	0.5	0.022498009	-0.131433368																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	DBLOH_HUMAN	Diablo homolog, mitochondrial	4tx5B	chain B	4tx5AB	DBLOH_HUMAN - DBLOH_HUMAN	-6.173	-24.428	49	56	87.50%	No expression data available	1.5	0.919518974	1.3125	1.206868653	-7.450000197																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	SHRM2_HUMAN	Protein Shroom2	5f5pG	chain G	5f5pEG	SHRM2_HUMAN - ROCK1_HUMAN	-5.923	-11.339	26	30	86.67%	adrenal gland, appendix, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.284540028	0.866666667	0.246601358	-1.460619842																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	chain m	5xtcim	NU6M_HUMAN - NU2M_HUMAN	-5.805	-9.558	47	48	97.92%	No expression data available	1.0	0.15378792	0.979166667	0.150584005	-0.874140151																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CHM4B_HUMAN	Charged multivesicular body protein 4b	4abmB	chain B	4abmAB	CHM4B_HUMAN - CHM4B_HUMAN	-5.707	-15.366	35	44	79.55%	No expression data available	1.0	0.931157712	0.795454545	0.740693634	-4.227138572																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RS25_HUMAN	40S ribosomal protein S25	6g18Z	chain Z	6g18FZ	RS25_HUMAN - RS5_HUMAN	-5.777	-8.924	20	29	68.97%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.573956241	0.344827586	0.197915945	-1.143360414																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pE	chain E	5f5pEG	ROCK1_HUMAN - SHRM2_HUMAN	-5.692	-11.339	43	55	78.18%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.284540028	1.172727273	0.333687851	-1.899351249																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	2izxB	chain B	2izxAB	KAP2_HUMAN - KAP2_HUMAN	-11.053	-24.051	29	38	76.32%	No expression data available	1.0	0.958098325	0.763157895	0.7311803	-8.08173586																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pC	chain C	5f5pAC	ROCK1_HUMAN - SHRM2_HUMAN	-6.384	-11.075	45	50	90.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.350035012	1.35	0.472547266	-3.016741749																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	NDUB1_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	5xtcn	chain n	5xtcnr	NDUB1_HUMAN - NU4M_HUMAN	-5.303	-11.876	38	46	82.61%	No expression data available	1.0	0.405294493	0.826086957	0.334808494	-1.775489444																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	IST1_HUMAN	IST1 homolog	4wzxE	chain E	4wzxAE	IST1_HUMAN - ULK3_HUMAN	-5.362	-10.644	35	43	81.40%	adrenal gland, appendix, bone marrow, breast, bronchus, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.805204233	0.813953488	0.655398794	-3.514248335																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	IST1_HUMAN	IST1 homolog	4u7yB	chain B	4u7yAB	IST1_HUMAN - VPS4B_HUMAN	-7.547	-10.612	31	36	86.11%	adrenal gland, appendix, bone marrow, breast, bronchus, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.63307017	0.861111111	0.545143758	-4.114199938																																																																																	
1e2lA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	4auvD	chain D	4auvDE	BRMS1_HUMAN - BRMS1_HUMAN	-6.116	-5.273	15	15	100.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.0	0.5	0	0																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	VPS35_HUMAN	Vacuolar protein sorting-associated protein 35	5f0kA	chain A	5f0kAB	VPS35_HUMAN - VPS35_HUMAN	-5.094	-10.999	52	56	92.86%	No expression data available	1.5	0.053915692	1.392857143	0.075096857	-0.382543388																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1	5btrB	chain B	5btrAB	SIR1_HUMAN - SIR1_HUMAN	-6.473	-10.889	25	32	78.13%	adrenal gland, appendix, bone marrow, caudate, cerebellum, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lymph node, nasopharynx, ovary, pancreas, placenta, prostate, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, spleen, stomach 2, testis, tonsil, urinary bladder	1.0	0.032854793	0.78125	0.025667807	-0.166147717																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	XPO1_HUMAN	Exportin-1	1w9cB	chain B	1w9cAB	XPO1_HUMAN - XPO1_HUMAN	-5.82	-14.983	44	49	89.80%	No expression data available	1.0	0.980260797	0.897959184	0.880234185	-5.122962957																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CSN5_HUMAN	COP9 signalosome complex subunit 5	4d10E	chain E	4d10BE	CSN5_HUMAN - CSN2_HUMAN	-7.947	-8.598	25	25	100.00%	No expression data available	0.5	0.044996018	0.5	0.022498009	-0.178791677																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	PSB5_HUMAN	Proteasome subunit beta type-5	5gjqe	chain e	5gjqFe	PSB5_HUMAN - PSA5_HUMAN	-5.226	-6.315	26	30	86.67%	adrenal gland, breast, caudate, cerebellum, cerebral cortex, colon, epididymis, fallopian tube, hippocampus, kidney, nasopharynx, pancreas, parathyroid gland, salivary gland, smooth muscle, stomach 1, stomach 2, testis, thyroid gland, urinary bladder	1.0	0.201610723	0.866666667	0.174729293	-0.913135286																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit	1fguB	chain B	1fguAB	RFA1_HUMAN - RFA1_HUMAN	-6.929	-7.212	17	18	94.44%	No expression data available	0.5	0.265027401	0.472222222	0.125151828	-0.867177016																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	DBLOH_HUMAN	Diablo homolog, mitochondrial	4tx5B	chain B	4tx5AB	DBLOH_HUMAN - DBLOH_HUMAN	-9.656	-24.428	50	56	89.29%	No expression data available	1.5	0.919518974	1.339285714	1.231498626	-11.89135073																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	chain m	5xtcim	NU6M_HUMAN - NU2M_HUMAN	-5.324	-9.558	47	48	97.92%	No expression data available	1.0	0.15378792	0.979166667	0.150584005	-0.801709244																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RS25_HUMAN	40S ribosomal protein S25	6g18Z	chain Z	6g18FZ	RS25_HUMAN - RS5_HUMAN	-7.689	-8.924	21	29	72.41%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.573956241	0.362068966	0.207811742	-1.597864486																																																																																	
1e2nA	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7D	chain D	3mq7AD	BST2_HUMAN - BST2_HUMAN	-6.497	-14.097	26	36	72.22%	adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.307805524	0.722222222	0.22230399	-1.44430902																																																																																	
