Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3
5jooA	INFLUENZA A VIRUS (A/HICKOX/1940(H1N1))	MATRIX PROTEIN 2	SMAKA_HUMAN	Small membrane A-kinase anchor protein	5hvzC	5hvzAC	SMAKA_HUMAN - KAP0_BOVIN	-7.18	-9.961	24	29	82.76%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lymph node, nasopharynx, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder"	0.5	0.209159365	0.413793103	0.086548703	-0.621419686
5jooA	INFLUENZA A VIRUS (A/HICKOX/1940(H1N1))	MATRIX PROTEIN 2	NUP54_HUMAN	Nucleoporin p54	4jnvD	4jnvAD	NUP54_HUMAN - NUP54_HUMAN	-5.476	-11.962	23	29	79.31%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	0.5	0.1645972	0.396551724	0.065271303	-0.357425657
5jooA	INFLUENZA A VIRUS (A/HICKOX/1940(H1N1))	MATRIX PROTEIN 2	LPXN_HUMAN	Leupaxin	4xefC	4xefAC	LPXN_HUMAN - FAK2_HUMAN	-7.294	-10.55	23	42	54.76%	No expression data available	1	0.539099328	0.547619048	0.295221061	-2.153342417
5jooA	INFLUENZA A VIRUS (A/HICKOX/1940(H1N1))	MATRIX PROTEIN 2	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7	5gjqU	5gjqPU	PSMD7_HUMAN - PSD12_HUMAN	-10.273	-13.169	24	35	68.57%	No expression data available	1	0.515424903	0.685714286	0.353434219	-3.630829731
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase	5wu1B	5wu1AB	STPAP_HUMAN - STPAP_HUMAN	-9.423	-7.882	18	19	94.74%	No expression data available	0.5	0.209159365	0.473684211	0.099075489	-0.933588331
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	PH4H_HUMAN	Phenylalanine-4-hydroxylase	2pahA	2pahAB	PH4H_HUMAN - PH4H_HUMAN	-7.528	-8.662	24	27	88.89%	No expression data available	0.5	0.209159365	0.444444444	0.092959718	-0.699800756
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	1433T_HUMAN	14-3-3 protein theta	6bqtG	6bqtBG	1433T_HUMAN - 1433T_HUMAN	-6.356	-8.246	22	27	81.48%	"adrenal gland, appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.673481733	0.407407407	0.274381447	-1.743968476
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	RB11B_HUMAN	Ras-related protein Rab-11B	4ojkA	4ojkAC	RB11B_HUMAN - KGP2_RAT	-5.955	-12.578	25	32	78.13%	No expression data available	1	0.126606637	0.78125	0.098911435	-0.589017595
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	PGRP4_HUMAN	Peptidoglycan recognition protein 4	2eavB	2eavAB	PGRP4_HUMAN - PGRP4_HUMAN	-5.259	-9.744	23	31	74.19%	No expression data available	1	0.118110578	0.741935484	0.087630429	-0.460848427
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	UB2D2_HUMAN	Ubiquitin-conjugating enzyme E2 D2	2clwD	2clwBD	UB2D2_HUMAN - UB2D2_HUMAN	-5.053	-4.125	29	32	90.63%	"bone marrow, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, seminal vesicle, skeletal muscle, skin 1, skin 2, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1	0.060717199	0.90625	0.055024961	-0.278041129
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxA	3rpxAB	C1QBP_HUMAN - C1QBP_HUMAN	-7.894	-16.661	25	29	86.21%	No expression data available	0.5	0.82681418	0.431034483	0.356385422	-2.813306524
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	ATD2B_HUMAN	ATPase family AAA domain-containing protein 2B	3lxjA	3lxjAC	ATD2B_HUMAN - ATD2B_HUMAN	-5.464	-7.26	19	22	86.36%	No expression data available	0.5	0.025858619	0.431818182	0.011166222	-0.061012236
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxC	3rpxAC	C1QBP_HUMAN - C1QBP_HUMAN	-6.079	-17.223	26	32	81.25%	No expression data available	1	0.910506195	0.8125	0.739786283	-4.497160815
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	MSL2_HUMAN	E3 ubiquitin-protein ligase MSL2	4b7yD	4b7yAD	MSL2_HUMAN - MSL1_HUMAN	-8.385	-8.391	24	28	85.71%	No expression data available	0.5	0.08190861	0.428571429	0.03510369	-0.294344442
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	PHC3_HUMAN	Polyhomeotic-like protein 3	4pznB	4pznAB	PHC3_HUMAN - PHC3_HUMAN	-5.728	-7.588	19	24	79.17%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.155081673	0.395833333	0.061386496	-0.351621846
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	LYRM4_HUMAN	LYR motif-containing protein 4	5usrB	5usrBK	LYRM4_HUMAN - ACP_ECOLI	-5.971	-9.179	25	25	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, lung, lymph node, nasopharynx, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.194095986	0.5	0.097047993	-0.579473565
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88A	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-9.443	-18.038	25	44	56.82%	No expression data available	1	0.415689296	0.568181818	0.2361871	-2.230314785
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	JUN_HUMAN	Transcription factor AP-1	1jnmB	1jnmAB	JUN_HUMAN - JUN_HUMAN	-6.442	-20.025	25	40	62.50%	No expression data available	1	0.445811705	0.625	0.278632315	-1.794949375
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1	5zkoC	5zkoAC	CREB1_HUMAN - CREB1_HUMAN	-6.986	-18.829	25	37	67.57%	No expression data available	1	0.068354302	0.675675676	0.046185339	-0.322650779
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	BOREA_HUMAN	Borealin	2raxB	2raxAB	BOREA_HUMAN - BIRC5_HUMAN	-7.326	-22.966	33	41	80.49%	No expression data available	1	0.32959884	0.804878049	0.265286871	-1.94349162
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	TSC1_HUMAN	Hamartin	5ejcC	5ejcCD	TSC1_HUMAN - TSC1_HUMAN	-5.881	-18.024	28	34	82.35%	No expression data available	1	0.737698633	0.823529412	0.607516521	-3.57280466
4m5rA	INFLUENZA A VIRU	POLYMERASE PA	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1	2lxtC	2lxtAC	CREB1_HUMAN - CBP_HUMAN	-5.649	-3.197	22	29	75.86%	No expression data available	0.5	0.209159365	0.379310345	0.079336311	-0.448170821
6g02A	INFLUENZA A VIRUS (A/CALIFORNIA/07/2009(H1N1))	NEURAMINIDASE	GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	5uz7A	5uz7AB	GNAS2_HUMAN - GBB1_HUMAN	-5.142	-5.142	70	85	82.35%	No expression data available	2	0.970133995	1.647058824	1.597867757	-8.216236005
6g02A	INFLUENZA A VIRUS (A/CALIFORNIA/07/2009(H1N1))	NEURAMINIDASE	PKHB2_HUMAN	Pleckstrin homology domain-containing family B member 2	3aj4B	3aj4AB	PKHB2_HUMAN - PKHB2_HUMAN	-6.456	-12.287	30	34	88.24%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, hippocampus, kidney, lung, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil"	1	0.142148283	0.882352941	0.125424956	-0.809743513
6g02A	INFLUENZA A VIRUS (A/CALIFORNIA/07/2009(H1N1))	NEURAMINIDASE	CFAH_HUMAN	Complement factor H	5nbqD	5nbqDG	CFAH_HUMAN - Q45001_BORBG	-6.597	-10.336	31	39	79.49%	No expression data available	1	0.664251941	0.794871795	0.527995132	-3.483183887
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	CSN2_HUMAN	COP9 signalosome complex subunit 2	4d10B	4d10BE	CSN2_HUMAN - CSN5_HUMAN	-10.706	-8.598	25	30	83.33%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.044996018	0.833333333	0.037496681	-0.401439472
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	F16P1_HUMAN	"Fructose-1,6-bisphosphatase 1"	2fhyH	2fhyAH	F16P1_HUMAN - F16P1_HUMAN	-8.624	-7.129	24	30	80.00%	No expression data available	1	0.182943827	0.8	0.146355062	-1.262166051
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	1B07_HUMAN	"HLA class I histocompatibility antigen, B-7 alpha chain"	4u1kA	4u1kAD	1B07_HUMAN - 1B07_HUMAN	-6.023	-3.149	25	29	86.21%	No expression data available	0.5	0.162465063	0.431034483	0.070028044	-0.42177891
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	PDPK1_HUMAN	3-phosphoinositide-dependent protein kinase 1	1w1hD	1w1hCD	PDPK1_HUMAN - PDPK1_HUMAN	-7.545	-6.673	15	18	83.33%	No expression data available	0.5	0.209159365	0.416666667	0.087149736	-0.657544754
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	B2CL1_HUMAN	Bcl-2-like protein 1	3r85A	3r85AE	B2CL1_HUMAN - HEBP2_HUMAN	-9.417	-13.972	20	20	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, epididymis, esophagus, fallopian tube, gallbladder, kidney, liver, lung, lymph node, pancreas, rectum, salivary gland, skeletal muscle, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	0.5	0.970349626	0.5	0.485174813	-4.568891212
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	TAL1_HUMAN	T-cell acute lymphocytic leukemia protein 1	2ypaA	2ypaAB	TAL1_HUMAN - TFE2_HUMAN	-11.878	-25.612	37	47	78.72%	bone marrow	1	0.718817688	0.787234043	0.565877754	-6.721495965
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	ID2_HUMAN	DNA-binding protein inhibitor ID-2	4ayaB	4ayaAB	ID2_HUMAN - ID2_HUMAN	-10.018	-29.989	37	44	84.09%	No expression data available	1	0.865185187	0.840909091	0.727542089	-7.288516649
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	RFIP3_HUMAN	Rab11 family-interacting protein 3	2hv8F	2hv8EF	RFIP3_HUMAN - RFIP3_HUMAN	-10.582	-15.149	32	38	84.21%	"adrenal gland, appendix, bone marrow, breast, bronchus, cervix, uterine, colon, duodenum, endometrium 2, epididymis, fallopian tube, gallbladder, kidney, liver, nasopharynx, oral mucosa, parathyroid gland, prostate, rectum, seminal vesicle, small intestine, smooth muscle, testis, thyroid gland, tonsil, urinary bladder"	1	0.16930599	0.842105263	0.142573466	-1.508712413
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	C4BPA_HUMAN	C4b-binding protein alpha chain	4b0fA	4b0fAC	C4BPA_HUMAN - C4BPA_HUMAN	-11.245	-18.985	34	34	100.00%	No expression data available	1	0.853304236	1	0.853304236	-9.595406137
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	BCR_HUMAN	Breakpoint cluster region protein	1k1fB	1k1fAB	BCR_HUMAN - BCR_HUMAN	-13.146	-40.014	50	63	79.37%	"adrenal gland, appendix, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.907054612	1.19047619	1.079826919	-14.19540468
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	GPS2_HUMAN	G protein pathway suppressor 2	2l5gA	2l5gAB	GPS2_HUMAN - NCOR2_HUMAN	-6.505	-12.421	33	37	89.19%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.358187832	0.891891892	0.319464823	-2.078118672
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	M3K3_HUMAN	Mitogen-activated protein kinase kinase kinase 3	4yl6B	4yl6AB	M3K3_HUMAN - CCM2_HUMAN	-9.505	-17.442	44	47	93.62%	No expression data available	1	0.944682483	0.936170213	0.884383601	-8.406066126
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	AKTS1_HUMAN	Proline-rich AKT1 substrate 1	5wbuQ	5wbuAQ	AKTS1_HUMAN - MTOR_HUMAN	-9.461	-8.229	29	45	64.44%	No expression data available	1	0.172301503	0.644444444	0.111038746	-1.050537578
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	CHM2B_HUMAN	Charged multivesicular body protein 2b	2jqkB	2jqkAB	CHM2B_HUMAN - VPS4B_HUMAN	-9.646	-8.26	25	33	75.76%	No expression data available	1	0.226092569	0.757575758	0.171282249	-1.652188573
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	RPB1_HUMAN	DNA-directed RNA polymerase II subunit RPB1	5m3hY	5m3hAY	RPB1_HUMAN - H6QM92_9INFA	-5.404	-7.705	47	47	100.00%	No expression data available	1	0.131070733	1	0.131070733	-0.708306242
4iujA	INFLUENZA A VIRUS	POLYMERASE ACIDIC PROTEIN	SESQ1_HUMAN	Sesquipedalian-1	3qisB	3qisAB	SESQ1_HUMAN - OCRL_HUMAN	-10.677	-12.834	38	45	84.44%	No expression data available	1	0.876427714	0.844444444	0.740094514	-7.901989128
5cqeA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	MATRIX PROTEIN 1	STIM1_HUMAN	Stromal interaction molecule 1	3teqC	3teqAC	STIM1_HUMAN - STIM1_HUMAN	-6.792	-18.702	33	43	76.74%	No expression data available	1	0.042376592	0.76744186	0.032521571	-0.220886508
5cqeA	INFLUENZA A VIRUS (STRAIN A/PUERTO RICO/8/193	MATRIX PROTEIN 1	CDT1_HUMAN	DNA replication factor Cdt1	2le8B	2le8AB	CDT1_HUMAN - MCM6_HUMAN	-5.185	-2.874	30	32	93.75%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.265027401	0.9375	0.248463188	-1.28828163
4m4yA	INFLUENZA A VIRUS	HEMAGGLUTININ HA1 SUBUNIT	S6B2B6_HUMAN	S6B2B6_HUMAN	5w6gH	5w6gAH	S6B2B6_HUMAN - A7UPX0_9INFA	-6.238	-6.524	31	31	100.00%	No expression data available	1	6.02910387909e-05	1	6.02910387909e-05	-0.000376095
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	SNR40_HUMAN	U5 small nuclear ribonucleoprotein 40 kDa protein	5z58E	5z58AE	SNR40_HUMAN - PRP8_HUMAN	-7.302		23	29	79.31%	No expression data available	0.5	0.066852424	0.396551724	0.026510444	-0.193579262
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	NR1H2_HUMAN	Oxysterols receptor LXR-beta	5kyaA	5kyaAB	NR1H2_HUMAN - RXRB_HUMAN	-6.075	-10.27	48	55	87.27%	No expression data available	1.5	0.490646721	1.309090909	0.642301162	-3.901979557
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	UCK2_HUMAN	Uridine-cytidine kinase 2	1ufqD	1ufqAD	UCK2_HUMAN - UCK2_HUMAN	-6.488	-13.299	30	40	75.00%	No expression data available	1	0.954731304	0.75	0.716048478	-4.645722524
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	RB11B_HUMAN	Ras-related protein Rab-11B	4ojkA	4ojkAC	RB11B_HUMAN - KGP2_RAT	-5.954	-12.578	25	32	78.13%	No expression data available	1	0.126606637	0.78125	0.098911435	-0.588918683
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	RAB8A_HUMAN	Ras-related protein Rab-8A	4li0B	4li0BC	RAB8A_HUMAN - R3GEF_HUMAN	-6.963	-11.19	24	34	70.59%	No expression data available	1	0.430312259	0.705882353	0.30374983	-2.115010067
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	C1QBP_HUMAN	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	3rpxA	3rpxAB	C1QBP_HUMAN - C1QBP_HUMAN	-8.779	-16.661	26	29	89.66%	No expression data available	0.5	0.82681418	0.448275862	0.370640839	-3.253855928
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	ATD2B_HUMAN	ATPase family AAA domain-containing protein 2B	3lxjA	3lxjAC	ATD2B_HUMAN - ATD2B_HUMAN	-8.646	-7.26	17	22	77.27%	No expression data available	0.5	0.025858619	0.386363636	0.00999083	-0.086380716
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	5hmhB	5hmhAB	MDM2_HUMAN - MDM2_HUMAN	-5.439	-4.613	26	28	92.86%	No expression data available	0.5	0	0.464285714	0	0
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	3lblE	3lblAE	MDM2_HUMAN - MDM2_HUMAN	-5.051	-10.121	22	32	68.75%	No expression data available	1	0.004693574	0.6875	0.003226832	-0.01629873
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	NU3M_HUMAN	NADH-ubiquinone oxidoreductase chain 3	5xtcj	5xtcjk	NU3M_HUMAN - NU4LM_HUMAN	-6.686	-5.465	21	21	100.00%	No expression data available	0.5	0.162465063	0.5	0.081232531	-0.543120704
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88B	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-8.1	-18.038	25	43	58.14%	No expression data available	1	0.415689296	0.581395349	0.241679823	-1.957606568
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88A	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-8.166	-18.038	25	44	56.82%	No expression data available	1	0.415689296	0.568181818	0.2361871	-1.928703858
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	JUN_HUMAN	Transcription factor AP-1	1jnmB	1jnmAB	JUN_HUMAN - JUN_HUMAN	-7.12	-20.025	25	40	62.50%	No expression data available	1	0.445811705	0.625	0.278632315	-1.983862085
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	NDUC1_HUMAN	"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial"	5xtcf	5xtcfg	NDUC1_HUMAN - NDUC2_HUMAN	-6.075	-15.521	22	36	61.11%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.193999031	0.611111111	0.118554963	-0.720221403
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	TBK1_HUMAN	Serine/threonine-protein kinase TBK1	5ep6B	5ep6BC	TBK1_HUMAN - AZI2_HUMAN	-8.009	-12.548	25	35	71.43%	No expression data available	1	0.493264034	0.714285714	0.352331453	-2.821822604
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	2xusB	2xusAB	BRMS1_HUMAN - BRMS1_HUMAN	-5.202	-13.471	25	41	60.98%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.003130301	0.609756098	0.00190872	-0.009929161
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzpB	4jzpAB	BAP31_HUMAN - BAP31_HUMAN	-6.82	-23.841	25	42	59.52%	No expression data available	1	0.975792773	0.595238095	0.580829031	-3.961253993
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	NUP54_HUMAN	Nucleoporin p54	4jnuD	4jnuAD	NUP54_HUMAN - NUP54_HUMAN	-6.424	-17.834	25	36	69.44%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.175932169	0.694444444	0.122175117	-0.784852953
7knyA	"INFLUENZA A VIRUS, INFLUENZA A VIRU"	PROTEIN PA-X	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	5huzB	5huzAB	MYPT1_HUMAN - MYPT1_HUMAN	-5.41	-12.668	32	44	72.73%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.265027401	0.727272727	0.1927472	-1.042762354
