Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	4aj5G	4aj51G	SKA1_HUMAN - SKA3_HUMAN	-5.915	-25.946	50	77	64.94%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.340026911	0.974025974	0.331195043	-1.959018678	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	AF10_HUMAN	Protein AF-10	6cknB	6cknAB	AF10_HUMAN - AF10_HUMAN	-8.968	-9.682	30	30	100.00%	No expression data available	1	0.044823619	1	0.044823619	-0.401978219	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	HIP1_HUMAN	Huntingtin-interacting protein 1	2qa7B	2qa7AB	HIP1_HUMAN - HIP1_HUMAN	-15.005	-34.947	50	70	71.43%	No expression data available	1.5	0.765000842	1.071428571	0.81964376	-12.29875461	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	OPTN_HUMAN	Optineurin	5eoaB	5eoaAB	OPTN_HUMAN - OPTN_HUMAN	-7.639	-14.526	45	45	100.00%	No expression data available	1	0.019373711	1	0.019373711	-0.147995775	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	ID2_HUMAN	DNA-binding protein inhibitor ID-2	4ayaA	4ayaAB	ID2_HUMAN - ID2_HUMAN	-5.658	-29.989	23	39	58.97%	No expression data available	1	0.865185187	0.58974359	0.510237418	-2.886923311	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SKA1_HUMAN	Spindle and kinetochore-associated protein 1	4aj5A	4aj5AV	SKA1_HUMAN - SKA3_HUMAN	-8.441	-27.903	52	80	65.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.494902703	1.3	0.643373513	-5.430715827	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SNP25_HUMAN	Synaptosomal-associated protein 25	1kilC	1kilCD	SNP25_HUMAN - SNP25_HUMAN	-8.506	-26.556	49	65	75.38%	No expression data available	1.5	0.794153352	1.130769231	0.898004175	-7.638423512	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	MCIN_HUMAN	Multicilin	4bryB	4bryAB	MCIN_HUMAN - GEMI_HUMAN	-9.819	-30.715	50	61	81.97%	No expression data available	1.5	0.849825764	1.229508197	1.044867743	-10.25955637	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	TNNT2_HUMAN	"Troponin T, cardiac muscle"	1j1dB	1j1dBC	TNNT2_HUMAN - TNNI3_HUMAN	-8.337	-40.747	48	71	67.61%	No expression data available	1.5	0.993760734	1.014084507	1.007757364	-8.401673143	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	TNIP2_HUMAN	TNFAIP3-interacting protein 2	5h07C	5h07CD	TNIP2_HUMAN - TNIP2_HUMAN	-7.285	-32.741	50	66	75.76%	No expression data available	1.5	0.90987803	1.136363636	1.033952307	-7.532342556	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	1h88A	1h88AB	CEBPB_HUMAN - CEBPB_HUMAN	-13.056	-18.038	44	44	100.00%	No expression data available	1	0.415689296	1	0.415689296	-5.427239447	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	VAMP8_HUMAN	Vesicle-associated membrane protein 8	4wy4A	4wy4AB	VAMP8_HUMAN - STX17_HUMAN	-9.766	-31.445	50	58	86.21%	No expression data available	1.5	0.740694859	1.293103448	0.957795077	-9.353826721	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	GEMI_HUMAN	Geminin	1uiiB	1uiiAB	GEMI_HUMAN - GEMI_HUMAN	-12.232	-34.98	48	61	78.69%	No expression data available	1.5	0.832653478	1.180327869	0.982804105	-12.02165982	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	LAMC1_HUMAN	Laminin subunit gamma-1	5xauC	5xauBC	LAMC1_HUMAN - LAMB1_HUMAN	-9.847	-20.92	51	71	71.83%	No expression data available	1.5	0.577347153	1.077464789	0.622071228	-6.12553538	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BRK1_HUMAN	Protein BRICK1	3p8cE	3p8cDE	BRK1_HUMAN - WASF1_HUMAN	-9.77	-23.78	50	73	68.49%	No expression data available	1.5	0.273561001	1.02739726	0.281055823	-2.745915387	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	MD1L1_HUMAN	Mitotic spindle assembly checkpoint protein MAD1	1go4G	1go4GH	MD1L1_HUMAN - MD1L1_HUMAN	-8.933	-25.707	43	57	75.44%	No expression data available	1.5	0.817783739	1.131578947	0.925386863	-8.266480845	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BRK1_HUMAN	Protein BRICK1	3p8cE	3p8cEF	BRK1_HUMAN - ABI2_HUMAN	-9.256	-19.449	50	57	87.72%	No expression data available	1.5	0.27534663	1.315789474	0.362298197	-3.35343211	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	VIME_HUMAN	Vimentin	3trtB	3trtAB	VIME_HUMAN - VIME_HUMAN	-11.626	-29.395	49	73	67.12%	No expression data available	1.5	0.029325764	1.006849315	0.029526626	-0.34327655	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	GEMC1_HUMAN	Geminin coiled-coil domain-containing protein 1	5c9nB	5c9nAB	GEMC1_HUMAN - GEMC1_HUMAN	-12.806	-26.735	50	53	94.34%	No expression data available	1.5	0.487190189	1.41509434	0.689420078	-8.828713522	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	DMPK_HUMAN	Myotonin-protein kinase	1wt6D	1wt6AD	DMPK_HUMAN - DMPK_HUMAN	-11.102	-19.581	49	63	77.78%	No expression data available	1.5	0.400254212	1.166666667	0.466963248	-5.184225976	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SNP25_HUMAN	Synaptosomal-associated protein 25	1kilD	1kilCD	SNP25_HUMAN - SNP25_HUMAN	-11.196	-26.556	50	62	80.65%	No expression data available	1.5	0.794153352	1.209677419	0.960669377	-10.75565435	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NEMO_HUMAN	NF-kappa-B essential modulator	3brvD	3brvAD	NEMO_HUMAN - IKKB_HUMAN	-9.215	-18.088	39	39	100.00%	No expression data available	1	0.153538513	1	0.153538513	-1.414857396	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	RFIP2_HUMAN	Rab11 family-interacting protein 2	3tsoD	3tsoCD	RFIP2_HUMAN - RFIP2_HUMAN	-11.54	-27.22	44	52	84.62%	"adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.514901502	1.269230769	0.65352883	-7.541722697	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzlD	4jzlAD	BAP31_HUMAN - BAP31_HUMAN	-9.929	-34.101	47	62	75.81%	No expression data available	1.5	0.767504035	1.137096774	0.872726362	-8.665300051	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BAP29_HUMAN	B-cell receptor-associated protein 29	4w7zC	4w7zAC	BAP29_HUMAN - BAP29_HUMAN	-12.532	-19.677	51	60	85.00%	No expression data available	1.5	0.306300191	1.275	0.390532744	-4.894156345	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	STX6_HUMAN	Syntaxin-6	2npsD	2npsCD	STX6_HUMAN - VTI1A_RAT	-9.452	-24.889	50	65	76.92%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, lung, lymph node, nasopharynx, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.09630526	1.153846154	0.111121453	-1.050319978	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	HDAC4_HUMAN	Histone deacetylase 4	2h8nC	2h8nAC	HDAC4_HUMAN - HDAC4_HUMAN	-5.328	-19.653	50	61	81.97%	"appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.163584519	1.229508197	0.201128507	-1.071612684	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	JUN_HUMAN	Transcription factor AP-1	1t2kC	1t2kCD	JUN_HUMAN - ATF2_HUMAN	-10.449	-20.235	44	45	97.78%	No expression data available	1	0	0.977777778	0	0	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CP135_HUMAN	Centrosomal protein of 135 kDa	5fcnA	5fcnAB	CP135_HUMAN - CP135_HUMAN	-15.046	-16.155	48	53	90.57%	No expression data available	1.5	0.041473593	1.358490566	0.056341484	-0.847713973	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SYCY2_HUMAN	Syncytin-2	1y4mB	1y4mAB	SYCY2_HUMAN - SYCY2_HUMAN	-11.686	-24.04	45	50	90.00%	No expression data available	1.5	0.859858889	1.35	1.160809501	-13.56521982	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	HOME3_HUMAN	Homer protein homolog 3	3cvfB	3cvfAB	HOME3_HUMAN - HOME3_HUMAN	-6.648	-12.989	43	50	86.00%	No expression data available	1.5	0.753576157	1.29	0.972113243	-6.46260884	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	R3GEF_HUMAN	Guanine nucleotide exchange factor for Rab-3A	4li0C	4li0CD	R3GEF_HUMAN - R3GEF_HUMAN	-9.222	-25.867	48	65	73.85%	No expression data available	1.5	0.125930207	1.107692308	0.139491922	-1.286394505	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BLM_HUMAN	Bloom syndrome protein	5lupB	5lupAB	BLM_HUMAN - BLM_HUMAN	-5.621	-29.372	33	46	71.74%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.99761779	0.717391304	0.715682327	-4.022850362	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	OPTN_HUMAN	Optineurin	5b83B	5b83BC	OPTN_HUMAN - OPTN_HUMAN	-6.377	-30.88	49	58	84.48%	No expression data available	1.5	0.195381237	1.267241379	0.247595188	-1.578914515	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	ATF4_HUMAN	Cyclic AMP-dependent transcription factor ATF-4	1ci6A	1ci6AB	ATF4_HUMAN - CEBPB_MOUSE	-11.712	-20.884	42	42	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	1	0.210357134	1	0.210357134	-2.463702752	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SCOC_HUMAN	Short coiled-coil protein	4bwdB	4bwdAB	SCOC_HUMAN - SCOC_HUMAN	-7.058	-28.5	46	56	82.14%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.155960467	1.232142857	0.192165575	-1.356304632	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	SYCY2_HUMAN	Syncytin-2	1y4mA	1y4mAC	SYCY2_HUMAN - SYCY2_HUMAN	-8.914	-21.738	44	51	86.27%	No expression data available	1.5	0.866887983	1.294117647	1.121855037	-10.0002158	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BAP29_HUMAN	B-cell receptor-associated protein 29	4w7yA	4w7yAB	BAP29_HUMAN - BAP29_HUMAN	-11.641	-23.853	46	58	79.31%	No expression data available	1.5	0.209159365	1.189655172	0.248827521	-2.896601168	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CP135_HUMAN	Centrosomal protein of 135 kDa	5fcnB	5fcnAB	CP135_HUMAN - CP135_HUMAN	-10.775	-16.155	49	52	94.23%	No expression data available	1.5	0.041473593	1.413461538	0.058621328	-0.631644809	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	TRAF2_HUMAN	TNF receptor-associated factor 2	3m06A	3m06AB	TRAF2_HUMAN - TRAF2_HUMAN	-8.123	-17.569	48	62	77.42%	No expression data available	1.5	0.209159365	1.161290323	0.242894747	-1.973034027	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	MARE3_HUMAN	Microtubule-associated protein RP/EB family member 3	3tq7B	3tq7AB	MARE3_HUMAN - MARE1_HUMAN	-9.017	-29.74	42	47	89.36%	No expression data available	1	0.75498121	0.893617021	0.67466406	-6.083445827	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	KGP1_HUMAN	cGMP-dependent protein kinase 1	3nmdB	3nmdAB	KGP1_HUMAN - KGP1_HUMAN	-11.444	-26.174	50	52	96.15%	No expression data available	1.5	0.067167516	1.442307692	0.096876225	-1.108651515	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	BAP29_HUMAN	B-cell receptor-associated protein 29	4w7yB	4w7yAB	BAP29_HUMAN - BAP29_HUMAN	-9.278	-23.853	46	60	76.67%	No expression data available	1.5	0.209159365	1.15	0.24053327	-2.231667679	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	MSL1_HUMAN	Male-specific lethal 1 homolog	4b86B	4b86AB	MSL1_HUMAN - MSL1_HUMAN	-8.183	-24.433	45	45	100.00%	No expression data available	1	0.436098803	1	0.436098803	-3.568596501	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	C4BPA_HUMAN	C4b-binding protein alpha chain	4b0fA	4b0fAF	C4BPA_HUMAN - C4BPA_HUMAN	-8.759	-18.523	27	35	77.14%	No expression data available	1	0.948068447	0.771428571	0.731367087	-6.406044319	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NEMO_HUMAN	NF-kappa-B essential modulator	3fx0B	3fx0AB	NEMO_HUMAN - NEMO_HUMAN	-6.119	-10.63	49	63	77.78%	No expression data available	1.5	0.354284756	1.166666667	0.413332215	-2.529179824	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	KHDR1_HUMAN	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	2xa6B	2xa6AB	KHDR1_HUMAN - KHDR1_HUMAN	-8.794	-13.755	28	33	84.85%	No expression data available	1	0.633327197	0.848484848	0.537368531	-4.725618863	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CNGA3_HUMAN	Cyclic nucleotide-gated cation channel alpha-3	3swyB	3swyAB	CNGA3_HUMAN - CNGA3_HUMAN	-7.799	-16.756	46	46	100.00%	"adrenal gland, cerebral cortex, hypothalamus, smooth muscle"	1	0.710093464	1	0.710093464	-5.538018926	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NUP54_HUMAN	Nucleoporin p54	4jnuA	4jnuAD	NUP54_HUMAN - NUP54_HUMAN	-11.016	-17.834	38	40	95.00%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.175932169	0.95	0.16713556	-1.841165333	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	INCE_HUMAN	Inner centromere protein	2qfaC	2qfaAC	INCE_HUMAN - BIRC5_HUMAN	-8.477	-19.543	43	52	82.69%	No expression data available	1.5	0.161813573	1.240384615	0.200711067	-1.701427712	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	PLEC_HUMAN	Plectin	4gdoB	4gdoAB	PLEC_HUMAN - PLEC_HUMAN	-9.532	-17.415	39	39	100.00%	No expression data available	1	0.222381984	1	0.222381984	-2.119745073	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CEP55_HUMAN	Centrosomal protein of 55 kDa	3e1rB	3e1rAB	CEP55_HUMAN - CEP55_HUMAN	-6.251	-17.939	44	44	100.00%	"adrenal gland, appendix, breast, caudate, cerebellum, cerebral cortex, colon, duodenum, epididymis, esophagus, gallbladder, kidney, lung, lymph node, parathyroid gland, placenta, rectum, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, stomach 1, testis, thyroid gland, tonsil, urinary bladder"	1	0.748670706	1	0.748670706	-4.679940585	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	C4BPA_HUMAN	C4b-binding protein alpha chain	4b0fC	4b0fAC	C4BPA_HUMAN - C4BPA_HUMAN	-7.951	-18.985	27	32	84.38%	No expression data available	1	0.853304236	0.84375	0.719975449	-5.724524798	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	MSL1_HUMAN	Male-specific lethal 1 homolog	4b7yA	4b7yAD	MSL1_HUMAN - MSL2_HUMAN	-5.72	-8.391	19	27	70.37%	No expression data available	0.5	0.08190861	0.351851852	0.028819696	-0.164848662	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NUP54_HUMAN	Nucleoporin p54	4jnuD	4jnuBD	NUP54_HUMAN - NUP54_HUMAN	-7.446	-10.261	35	38	92.11%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.162465063	0.921052632	0.149638873	-1.114211052	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NUP54_HUMAN	Nucleoporin p54	4jo9A	4jo9AB	NUP54_HUMAN - NUP58_HUMAN	-7.895	-19.364	44	68	64.71%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1.5	0.459813388	0.970588235	0.446289465	-3.523455324	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NUP54_HUMAN	Nucleoporin p54	4jo9A	4jo9AC	NUP54_HUMAN - NUP54_HUMAN	-6.572	-3.319	18	20	90.00%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.45	0.073109278	-0.480474176	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	RFIP2_HUMAN	Rab11 family-interacting protein 2	2gzdD	2gzdCD	RFIP2_HUMAN - RFIP2_HUMAN	-11.055	-17.266	31	34	91.18%	"adrenal gland, appendix, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1	0.485670818	0.911764706	0.442817511	-4.895347581	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	A16L1_HUMAN	Autophagy-related protein 16-1	5npwF	5npwDF	A16L1_HUMAN - A16L1_HUMAN	-6.154	-9.439	26	28	92.86%	No expression data available	0.5	0	0.464285714	0	0	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	CALM1_HUMAN	Calmodulin-1	6cnmE	6cnmAE	CALM1_HUMAN - KCNN4_HUMAN	-10.181	-17.029	25	36	69.44%	No expression data available	1	0.694116131	0.694444444	0.482025091	-4.907497448	
7nx5A	EPSTEIN-BARR VIRUS (STRAIN B95-8)	TRANS-ACTIVATOR PROTEIN BZLF1	NUP54_HUMAN	Nucleoporin p54	4jnvC	4jnvBC	NUP54_HUMAN - NUP54_HUMAN	-13.223	-13.013	28	30	93.33%	"adrenal gland, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, colon, endometrium 2, epididymis, esophagus, fallopian tube, hippocampus, kidney, nasopharynx, ovary, pancreas, parathyroid gland, placenta, rectum, skin 2, spleen, stomach 1, stomach 2, testis, tonsil, urinary bladder, vagina"	1	0.162465063	0.933333333	0.151634058	-2.005057154	
