Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 19
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	NR5A2_HUMAN	Nuclear receptor subfamily 5 group A member 2	4oniB	4oniAB	NR5A2_HUMAN - NR5A2_HUMAN	-8.126	-11.771	44	50	88.00%	No expression data available	1.5	0.009784275	1.32	0.012915244	-0.104949269	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	PRP31_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp31	2ozbE	2ozbBE	PRP31_HUMAN - PRP31_HUMAN	-6.275	-18.732	55	70	78.57%	No expression data available	1.5	0.999568935	1.178571429	1.178063388	-7.39234776	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	PLCG1_HUMAN	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	4ey0D	4ey0CD	PLCG1_HUMAN - PLCG1_HUMAN	-6.306	-6.489	18	27	66.67%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.162465063	0.333333333	0.054155021	-0.341501562	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RABX5_HUMAN	Rab5 GDP/GTP exchange factor	4q9uA	4q9uAC	RABX5_HUMAN - RABE1_HUMAN	-6.917	-9.639	51	51	100.00%	No expression data available	1.5	0.044440511	1.5	0.066660766	-0.46109252	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	EPOR_HUMAN	Erythropoietin receptor	1eerC	1eerAC	EPOR_HUMAN - EPO_HUMAN	-6.101	-7.986	32	41	78.05%	No expression data available	1	0.889721796	0.780487805	0.694417012	-4.236638187	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	TRAF1_HUMAN	TNF receptor-associated factor 1	5e1tA	5e1tAC	TRAF1_HUMAN - TRAF1_HUMAN	-5.461	-19.522	40	50	80.00%	No expression data available	1.5	0.107825779	1.2	0.129390934	-0.706603892	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	CTNB1_HUMAN	Catenin beta-1	3slaA	3slaAC	CTNB1_HUMAN - CTNB1_HUMAN	-7.1	-9.047	27	29	93.10%	No expression data available	0.5	0.507920296	0.465517241	0.236445655	-1.67876415	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	FRIH_HUMAN	Ferritin heavy chain	2z6mC	2z6mAC	FRIH_HUMAN - FRIH_HUMAN	-5.079	-8.295	41	49	83.67%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.263891527	0.836734694	0.220807196	-1.121479749	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	FRIL_HUMAN	Ferritin light chain	2fg8H	2fg8DH	FRIL_HUMAN - FRIL_HUMAN	-6.38	-8.668	40	49	81.63%	No expression data available	1	0.455732236	0.816326531	0.372026315	-2.373527892	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RB11A_HUMAN	Ras-related protein Rab-11A	6djlA	6djlAC	RB11A_HUMAN - 3BP5_HUMAN	-6.358	-14.047	40	50	80.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.992523659	1.2	1.19102839	-7.572558505	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RB11A_HUMAN	Ras-related protein Rab-11A	6djlH	6djlBH	RB11A_HUMAN - 3BP5_HUMAN	-8.177	-13.501	44	50	88.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, small intestine, soft tissue 1, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.983462504	1.32	1.298170505	-10.61514022	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	LTC4S_HUMAN	Leukotriene C4 synthase	2pnoA	2pnoAB	LTC4S_HUMAN - LTC4S_HUMAN	-7.591	-14.664	49	50	98.00%	No expression data available	1.5	0.422139927	1.47	0.620545692	-4.71056235	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	CNTF_HUMAN	Ciliary neurotrophic factor	1cnt1	1cnt14	CNTF_HUMAN - CNTF_HUMAN	-7.023	-14.992	31	41	75.61%	No expression data available	1	0.087528528	0.756097561	0.066180106	-0.464782887	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	SHRM2_HUMAN	Protein Shroom2	5f5pA	5f5pAC	SHRM2_HUMAN - ROCK1_HUMAN	-9.976	-11.075	29	29	100.00%	"adrenal gland, appendix, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.350035012	0.5	0.175017506	-1.745974641	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	CSF3_HUMAN	Granulocyte colony-stimulating factor	1rhgC	1rhgAC	CSF3_HUMAN - CSF3_HUMAN	-9.885	-9.981	31	51	60.78%	No expression data available	1.5	0.198847272	0.911764706	0.181301925	-1.792169527	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	PSF3_HUMAN	DNA replication complex GINS protein PSF3	2e9xC	2e9xAC	PSF3_HUMAN - PSF1_HUMAN	-7.418	-11.364	50	73	68.49%	No expression data available	1.5	0.882159114	1.02739726	0.906327856	-6.723140039	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	SHRM2_HUMAN	Protein Shroom2	5f5pG	5f5pEG	SHRM2_HUMAN - ROCK1_HUMAN	-7.1	-11.339	30	30	100.00%	"adrenal gland, appendix, bone marrow, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.284540028	1	0.284540028	-2.0202342	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	PARVA_HUMAN	Alpha-parvin	2vzcB	2vzcAB	PARVA_HUMAN - PARVA_HUMAN	-5.463	-6.162	28	29	96.55%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0	0.482758621	0	0	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	CNTF_HUMAN	Ciliary neurotrophic factor	1cnt4	1cnt14	CNTF_HUMAN - CNTF_HUMAN	-5.747	-14.992	42	57	73.68%	No expression data available	1.5	0.087528528	1.105263158	0.096742057	-0.555976602	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	APC7_HUMAN	Anaphase-promoting complex subunit 7	3fflC	3fflAC	APC7_HUMAN - APC7_HUMAN	-8.074	-11.098	28	30	93.33%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.178591079	0.933333333	0.166685007	-1.345814751	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	IL2_HUMAN	Interleukin-2	3qb1B	3qb1AB	IL2_HUMAN - IL2_HUMAN	-5.059	-12.721	35	45	77.78%	No expression data available	1	0.007484812	0.777777778	0.005821521	-0.029451074	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	TOB1_HUMAN	Protein Tob1	2z15A	2z15AD	TOB1_HUMAN - TOB1_HUMAN	-7.444	-7.766	15	27	55.56%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, oral mucosa, ovary, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.712894895	0.277777778	0.19802636	-1.474108221	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	NDUB9_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	5xtcp	5xtcbp	NDUB9_HUMAN - NDUB6_HUMAN	-8.792	-11.615	30	30	100.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.805591512	1	0.805591512	-7.082760576	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	CSF3_HUMAN	Granulocyte colony-stimulating factor	5gw9C	5gw9AC	CSF3_HUMAN - CSF3_HUMAN	-8.114	-12.973	40	52	76.92%	No expression data available	1.5	0.15377359	1.153846154	0.177431065	-1.43967566	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	HBA_HUMAN	Hemoglobin subunit alpha	1y01B	1y01AB	HBA_HUMAN - AHSP_HUMAN	-9.008	-10.771	42	43	97.67%	No expression data available	1	0.833211702	0.976744186	0.813834685	-7.331022846	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	BPTF_HUMAN	Nucleosome-remodeling factor subunit BPTF	3qzsA	3qzsAB	BPTF_HUMAN - BPTF_HUMAN	-5.309	-5.635	23	25	92.00%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, fallopian tube, gallbladder, kidney, liver, lung, nasopharynx, ovary, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	0.5	0	0.46	0	0	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	SHRPN_HUMAN	Sharpin	4emoC	4emoBC	SHRPN_HUMAN - SHRPN_HUMAN	-8.337	-16.166	27	37	72.97%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.281027656	0.72972973	0.205074235	-1.709703899	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RAMP2_HUMAN	Receptor activity-modifying protein 2	2xvtD	2xvtBD	RAMP2_HUMAN - RAMP2_HUMAN	-9.199	-13.792	42	44	95.45%	No expression data available	1	0.004953856	0.954545455	0.004728681	-0.043499138	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	EPHB2_HUMAN	Ephrin type-B receptor 2	1b4fB	1b4fAB	EPHB2_HUMAN - EPHB2_HUMAN	-8.353	-10.907	19	26	73.08%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.018186108	0.365384615	0.006644924	-0.05550505	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	USH1C_HUMAN	Harmonin	2kbrA	2kbrAB	USH1C_HUMAN - CAD23_HUMAN	-7.934	-8.458	17	18	94.44%	No expression data available	0.5	0.279820352	0.472222222	0.132137388	-1.048378038	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	KI21A_HUMAN	Kinesin-like protein KIF21A	5nfdB	5nfdAB	KI21A_HUMAN - KI21A_HUMAN	-7.541	-9.791	59	67	88.06%	No expression data available	1.5	0.258317607	1.320895522	0.34121057	-2.573068908	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	K1C14_HUMAN	"Keratin, type I cytoskeletal 14"	3tnuA	3tnuAB	K1C14_HUMAN - K2C5_HUMAN	-6.736	-45.733	65	95	68.42%	No expression data available	2	0.791082343	1.368421053	1.082533733	-7.291947227	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	LTOR1_HUMAN	Ragulator complex protein LAMTOR1	5x6vE	5x6vEG	LTOR1_HUMAN - RRAGC_MOUSE	-8.222	-18.341	40	43	93.02%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1	0.527366828	0.930232558	0.490573794	-4.033497731	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	SGTA_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	4godB	4godAB	SGTA_HUMAN - SGTA_HUMAN	-7.464	-19.607	34	43	79.07%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.961726635	0.790697674	0.760435014	-5.675886945	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	HDAC4_HUMAN	Histone deacetylase 4	2h8nD	2h8nAD	HDAC4_HUMAN - HDAC4_HUMAN	-6.361	-3.981	45	45	100.00%	"appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0	1	0	0	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	BOREA_HUMAN	Borealin	2qfaB	2qfaAB	BOREA_HUMAN - BIRC5_HUMAN	-5.482	-32.155	49	63	77.78%	No expression data available	1.5	0.355294651	1.166666667	0.414510426	-2.272346158	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	BAP31_HUMAN	B-cell receptor-associated protein 31	4jzlD	4jzlAD	BAP31_HUMAN - BAP31_HUMAN	-8.601	-34.101	60	62	96.77%	No expression data available	1.5	0.767504035	1.451612903	1.11411876	-9.582535458	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RABE1_HUMAN	Rab GTPase-binding effector protein 1	1tu3G	1tu3FG	RABE1_HUMAN - RABE1_HUMAN	-10.059	-23.487	42	46	91.30%	No expression data available	1	0.706160094	0.913043478	0.644754868	-6.485589221	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	RFIP3_HUMAN	Rab11 family-interacting protein 3	2d7cD	2d7cCD	RFIP3_HUMAN - RFIP3_HUMAN	-14.099	-15.072	33	38	86.84%	"adrenal gland, appendix, bone marrow, breast, bronchus, cervix, uterine, colon, duodenum, endometrium 2, epididymis, fallopian tube, gallbladder, kidney, liver, nasopharynx, oral mucosa, parathyroid gland, prostate, rectum, seminal vesicle, small intestine, smooth muscle, testis, thyroid gland, tonsil, urinary bladder"	1	0.327055123	0.868421053	0.284021554	-4.004419887	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	4zp3A	4zp3AM	KAP2_HUMAN - AKA7G_HUMAN	-6.613	-8.93	27	27	100.00%	No expression data available	0.5	0.209159365	0.5	0.104579683	-0.691585441	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	MSL1_HUMAN	Male-specific lethal 1 homolog	4b7yA	4b7yAD	MSL1_HUMAN - MSL2_HUMAN	-9.81	-8.391	20	27	74.07%	No expression data available	0.5	0.08190861	0.37037037	0.030336522	-0.297601284	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	TS101_HUMAN	Tumor susceptibility gene 101 protein	3iv1C	3iv1AC	TS101_HUMAN - TS101_HUMAN	-5.295	-20.658	58	65	89.23%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.569967999	1.338461538	0.762880244	-4.039450894	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	NTRK1_HUMAN	High affinity nerve growth factor receptor	2n90B	2n90AB	NTRK1_HUMAN - NTRK1_HUMAN	-9.914	-4.477	23	27	85.19%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, stomach 1, stomach 2, testis, thyroid gland, urinary bladder, vagina"	0.5	0	0.425925926	0	0	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	MYCBP_HUMAN	c-Myc-binding protein	2yy0A	2yy0AB	MYCBP_HUMAN - MYCBP_HUMAN	-8.07	-20.033	37	37	100.00%	No expression data available	1	0.814583917	1	0.814583917	-6.573692209	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	TLR3_HUMAN	Toll-like receptor 3	2mk9B	2mk9AB	TLR3_HUMAN - TLR3_HUMAN	-5.16	-7.361	17	17	100.00%	No expression data available	0.5	0	0.5	0	0	
6cf5B	INFLUENZA A VIRUS (A/VIET NAM/1203/2004(H5N1))	HEMAGGLUTININ	AKA7G_HUMAN	A-kinase anchor protein 7 isoform gamma	4zp3M	4zp3AM	AKA7G_HUMAN - KAP2_HUMAN	-5.526	-8.93	21	24	87.50%	"adrenal gland, appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.209159365	0.4375	0.091507222	-0.50566891	
